""
1.29040545881367e-47;0;0;1.7219621629221e-138;1;0;1.25611502098849e-46;1.02518127446413e-318;0;0;1;1;1;6.30415978775671e-55;1;7.24928677995627e-35;1;0;1;0;1;4.23047863111327e-64;1;8.47125221684764e-71;1;0;1;0;1;6.20674328799419e-14;1;9.41814173806233e-58;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;4.47438716947894e-203;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;4.8966744073004e-182;1;1;1;1;1;0;2.37366596011239e-209;0;1;6.30270572292278e-160;1;0;1;0;1;0;1;0;1;0;1;0;1;8.96342783200913e-76;0.999999999999938;8.25029844255035e-82;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
2.66468397149854e-30;1.90524507319159e-120;5.58077843547371e-123;5.26956389721488e-24;1;0;3.59435960004195e-26;9.25343504814802e-226;2.78227171385039e-118;1.49847308914802e-124;1;1;1;1.41254008574408e-20;1;7.00564196375041e-22;1;0;1;0;1;2.46619985739264e-176;1;5.75879688165823e-256;1;0;1;0;1;0.632979914324182;1;5.57707000951308e-167;1;0;1;0;1;0;1;0;1;0;1;3.67598300414446e-218;1;0;1;0;1;0;1;0;1;0;1;0;1;5.71819197808819e-230;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1.29101106965459e-80;1;1;1;1;1;0;1.66256278555335e-38;0;1;8.38641601405673e-38;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.367020085675818;0;1;0;1;0;1;3.8137215736823e-316;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
3.86788922364463e-43;0;0;1.54352404385847e-206;1;0;4.38085015690654e-37;1.01568674605739e-119;0;0;1;1;1;1.20569708135941e-44;1;1.9446390471877e-08;1;0;1;3.56413970397815e-220;1;9.33871538197646e-240;1;2.42793167435998e-190;1;0;1;0;1;0.227379896116189;1;1.23461189503366e-199;1;0;1;0;1;0;1;9.67140583116228e-226;1;0;1;0;1;0;1;0;1;0;1;1.18319898922145e-213;1;0;1;0;1;0;1;2.40492750020025e-210;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;5.91535435407332e-69;1;1;1;1;1;1.17930870382943e-315;7.88876272365741e-108;0;1;4.1093549717422e-138;0.99999998055361;0;1;0;1;0;1;0;1;0;1;0;1;6.29074116303154e-146;0.772620103883812;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1.43003071549053e-253;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
1.30437474720613e-61;0;0;1.01021664269353e-83;1;0;9.39289808381991e-59;0;0;0;1;1;1;5.3466706695415e-57;1;1.97870762804457e-53;1;0;1;0;1;6.55124976907544e-75;1;3.18150400861735e-92;1;0;1;0;1;0.32558749943581;1;1.22363118979031e-230;1;0;1;0;1;0;1;0;1;0;1;4.44659081257122e-323;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;2.64924712655841e-44;0;1;1.39367373818867e-53;1;2.81222915149101e-122;1;0;1;0;1;0;1;0;1;0;1;0;0.67441250056419;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
1.81448467357646e-29;0;0;4.7173327473798e-248;1;0;1.12491791699536e-39;8.3641575771412e-128;0;0;1;1;1;1.30386543369677e-40;1;5.92471173490586e-74;1;0;1;0;1;1.41543281372316e-250;1;1.64628872526702e-229;1;0;1;1.05092188507695e-172;1;3.99825447472552e-05;1;1.52553186792022e-210;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;3.97154100445201e-18;1;1;1;1;1;0;3.24352443714696e-23;0;1;8.91940013563435e-22;1;0;1;0;1;0;1;0;1;0;1;0;1;5.02362699653094e-139;0.999960017455253;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
4.73978472704215e-19;0;0;4.93235643622474e-200;1;0;7.69754618804776e-11;0;0;3.01540872108304e-252;1;1;1;2.79682542282043e-135;1;8.98483577720465e-20;1;0;1;0;1;4.05824003728864e-193;1;3.32846447643485e-184;1;0;1;0;1;2.14233416960098e-07;1;2.29001425533844e-151;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1.43916738524716e-37;1;0.999999999923024;1;1;1;1.16832167279616e-250;3.694666157501e-33;0;1;3.49057078943701e-37;1;0;1;0;1;0;1;5.30124510284521e-268;1;4.52901603219848e-261;1;2.70636603817121e-190;1;1.92521437514862e-277;0.999999785766583;1.03379627935534e-271;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
0.00265972106946194;1.67295705711424e-40;2.02705956448838e-241;2.58412195209929e-169;1;0;3.50434429471234e-30;1.02289507293545e-34;5.18722950352494e-34;2.45470950475603e-41;1;1;1;2.20105043840586e-97;1;0.00114790928275762;1;0;1;0;1;1.10253938672769e-79;1;1.69142804956755e-93;1;0;1;0;1;0.00275450183449055;1;3.40101616012957e-119;1;0;1;0;1;0;1;0;1;0;1;4.80922930716944e-269;1;0;1;0;1;0;1;0;1;0;1;0;1;2.57207960429826e-291;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.997340278930538;1;1;1;6.90719056034643e-71;1;1;1;1;1;1.88336741184601e-48;2.92826500122549e-96;0;1;7.381361696671e-22;0.998852090717242;0;1;0;1;0;1;0;1;0;1;0;1;0;0.997245498165509;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
3.68125924137684e-11;0;4.56132571788892e-228;2.78926376980369e-28;1;0;3.46531582752023e-10;0;1.81678526061126e-226;1.67095469875491e-225;1;1;1;1.51183156981575e-20;1;4.05117428246155e-17;1;0;1;0;1;1.54019077146876e-30;1;1.41619465601972e-130;1;0;1;0;1;5.55613231782226e-09;1;5.03182601389965e-135;1;0;1;0;1;0;1;0;1;0;1;7.76315219586488e-228;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.999999999963187;1;1;1;1.11643646810693e-115;1;0.999999999653468;1;1;1;0;1.38686540080622e-110;0;1;3.02184792979581e-131;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.999999994443868;0;1;0;1;5.97963596160548e-109;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1.89518678738367e-108;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;8.72432473122842e-107;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
1.3136964802344e-09;1.04473993553497e-253;5.21997746560992e-233;9.49901122492049e-131;1;0;3.50092891708022e-51;0;1.246317909781e-245;1.1398751231392e-251;1;1;1;2.01863030473772e-21;1;2.12937820961625e-66;1;0;1;0;1;1.82565790708047e-141;1;1.37015374057959e-128;1;0;1;0;1;2.48656138227928e-28;1;1.90397725156623e-113;1;0;1;0;1;8.29260507296723e-158;1;0;1;0;1;1.44990847046027e-217;1;0;1;0;1;0;1;3.6364201450419e-156;1;0;1;0;1;2.56213390565422e-285;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0.999999998686304;1;1;1;1.37815688527371e-138;1;1;1;1;1;9.34536661263241e-172;1.86144773959815e-115;0;1;2.21868734693621e-134;1;0;1;0;1;0;1;1.37300675383517e-192;1;2.09445266955047e-185;1;0;1;0;1;8.07875687790932e-169;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
3.16133565328326e-29;0;3.83857480023291e-151;1.2740365820848e-109;1;0;4.51678470836316e-09;1.06024460706993e-131;5.64108290984142e-142;2.72305770197706e-154;1;1;1;1.86587125667414e-79;1;1.01418256237916e-42;1;0;1;0;1;0;1;5.71189280547819e-93;1;0;1;0;1;3.30961486318458e-32;1;1.7683091201734e-106;1;0;1;2.53907639444682e-279;1;1.40526247773555e-222;1;0;1;0;1;2.03915630154895e-153;1;0;1;0;1;0;1;7.00401629238583e-229;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;2.8198740439033e-278;1;5.51100181286302e-284;1;0;1;0;1;0;1;3.70269854616853e-282;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;2.15162971696172e-139;1;0.999999995483215;1;1;1;0;1.83069253736741e-109;0;1;4.69306366313263e-112;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1
